ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_ID,Metadata_Plate,Metadata_Run,Metadata_Series,FileName__72h_brachyury_original,FileName__72h_brightfield_mask,PathName__72h_brachyury_original,PathName__72h_brightfield_mask,Intensity_IntegratedIntensityEdge__72h_brachyury_original,Intensity_IntegratedIntensity__72h_brachyury_original,Intensity_LowerQuartileIntensity__72h_brachyury_original,Intensity_MADIntensity__72h_brachyury_original,Intensity_MassDisplacement__72h_brachyury_original,Intensity_MaxIntensityEdge__72h_brachyury_original,Intensity_MaxIntensity__72h_brachyury_original,Intensity_MeanIntensityEdge__72h_brachyury_original,Intensity_MeanIntensity__72h_brachyury_original,Intensity_MedianIntensity__72h_brachyury_original,Intensity_MinIntensityEdge__72h_brachyury_original,Intensity_MinIntensity__72h_brachyury_original,Intensity_StdIntensityEdge__72h_brachyury_original,Intensity_StdIntensity__72h_brachyury_original,Intensity_UpperQuartileIntensity__72h_brachyury_original,RadialDistribution_FracAtD__72h_brachyury_original_1of9,RadialDistribution_FracAtD__72h_brachyury_original_2of9,RadialDistribution_FracAtD__72h_brachyury_original_3of9,RadialDistribution_FracAtD__72h_brachyury_original_4of9,RadialDistribution_FracAtD__72h_brachyury_original_5of9,RadialDistribution_FracAtD__72h_brachyury_original_6of9,RadialDistribution_FracAtD__72h_brachyury_original_7of9,RadialDistribution_FracAtD__72h_brachyury_original_8of9,RadialDistribution_FracAtD__72h_brachyury_original_9of9,RadialDistribution_MeanFrac__72h_brachyury_original_1of9,RadialDistribution_MeanFrac__72h_brachyury_original_2of9,RadialDistribution_MeanFrac__72h_brachyury_original_3of9,RadialDistribution_MeanFrac__72h_brachyury_original_4of9,RadialDistribution_MeanFrac__72h_brachyury_original_5of9,RadialDistribution_MeanFrac__72h_brachyury_original_6of9,RadialDistribution_MeanFrac__72h_brachyury_original_7of9,RadialDistribution_MeanFrac__72h_brachyury_original_8of9,RadialDistribution_MeanFrac__72h_brachyury_original_9of9,RadialDistribution_RadialCV__72h_brachyury_original_1of9,RadialDistribution_RadialCV__72h_brachyury_original_2of9,RadialDistribution_RadialCV__72h_brachyury_original_3of9,RadialDistribution_RadialCV__72h_brachyury_original_4of9,RadialDistribution_RadialCV__72h_brachyury_original_5of9,RadialDistribution_RadialCV__72h_brachyury_original_6of9,RadialDistribution_RadialCV__72h_brachyury_original_7of9,RadialDistribution_RadialCV__72h_brachyury_original_8of9,RadialDistribution_RadialCV__72h_brachyury_original_9of9
602,1,nan,0,C11,1,TR,0,FK223_run_TR_PLATE_1_ID_C11_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C11_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,854.7153034210205,20558.839246749878,3.3742027282714844,0.12265753746032715,0.03462243989798541,4.0108160972595215,4.432452201843262,3.4603858438097994,3.50474586545344,3.4939119815826416,3.088951587677002,2.999999761581421,0.186377382652265,0.184374524215917,3.6209819316864014,0.010483806,0.03351781,0.05718647,0.08366007,0.10823826,0.13678347,0.16490315,0.19797282,0.20725413,0.9919033245513788,1.0031402140323538,1.001360685700797,1.005635228710338,1.0030420510360205,1.0042200376080315,1.007626950088887,1.0028571308122385,0.9844151473962333,0.010137979865606127,0.01315987605072045,0.002975631652207602,0.006465262366704779,0.0046748382375838,0.0030150401108715538,0.005830420412982316,0.006710640109244643,0.004183387725417008
603,1,nan,0,C12,1,TR,0,FK223_run_TR_PLATE_1_ID_C12_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C12_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,858.0626981258392,21285.16246652603,3.371813178062439,0.1227574348449707,0.04553264804299136,4.0,4.285313606262207,3.418576486557128,3.5014249821559518,3.4951270818710327,2.999999523162842,2.934447765350342,0.18629080625279282,0.18596329834861977,3.617732524871826,0.010748477,0.033945937,0.05799103,0.081997305,0.10898404,0.13724817,0.16705191,0.1951415,0.20689167,1.0052306152163581,1.0066212158922676,1.0043517972562859,1.0009269438474504,1.003809043065163,1.004009200759885,1.0094518579735183,1.0078718298152014,0.977989476620223,0.020257526039285184,0.009899674310196182,0.007322761710284014,0.00493542002498121,0.006689448080523849,0.004627002211636704,0.004970256512263383,0.004806045739491988,0.008151227480605313
604,1,nan,0,C1,1,TR,0,FK223_run_TR_PLATE_1_ID_C1_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C1_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,882.5603184700012,22056.961695194244,3.369708776473999,0.12766242027282715,0.0793799003461851,4.0,4.14039421081543,3.407568797181472,3.505556531340471,3.4948670864105225,2.919355630874634,2.919355630874634,0.1749809096379657,0.1859654641896611,3.6265454292297363,0.010991545,0.033402435,0.057883725,0.08298357,0.10938645,0.1368158,0.16560031,0.19542205,0.20751406,1.0170412296976903,0.9960574599521353,1.0005615247147386,1.002173919023339,1.0062274168196457,1.0033158759276057,1.0076955322255468,1.0078652127844376,0.9802391001501588,0.012384781688541839,0.009766511807612883,0.007806525511359342,0.004812209353579662,0.00687810448692542,0.0032609441330587715,0.0060449631543977355,0.009139099375960132,0.006672973653825607
605,1,nan,0,C2,1,TR,0,FK223_run_TR_PLATE_1_ID_C2_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C2_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,890.0702900886536,22176.455838680267,3.373530149459839,0.1293787956237793,0.005908646322809754,4.0,4.3741230964660645,3.476837070658803,3.5067134469766392,3.4974915981292725,2.999999761581421,2.999999523162842,0.17982313358694477,0.18975233296190358,3.632284641265869,0.010933456,0.033748932,0.05709795,0.08200017,0.108632706,0.13810566,0.16436535,0.1946103,0.2105055,1.00207501180144,1.0020105498777243,1.0002421884490473,1.0010986448369865,1.0043760722405013,1.008522168731027,1.0101520709324148,1.000581725632271,0.9831881719026456,0.020000083073767733,0.009287569637115616,0.0040618320420130905,0.005032684742902733,0.004962434483771833,0.008276734550368724,0.004870369368213333,0.008995218025603092,0.014558284545575706
606,1,nan,0,C3,1,TR,0,FK223_run_TR_PLATE_1_ID_C3_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C3_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,859.4179699420929,21455.01071691513,3.3742687106132507,0.12176275253295898,0.016862984588596548,3.8919732570648193,4.384755611419678,3.4376718797683714,3.4971492611108608,3.498437523841858,3.0,2.6988842487335205,0.17314627966295057,0.18441593657514088,3.619083821773529,0.010321341,0.033771273,0.056877572,0.08285844,0.10907333,0.136693,0.16732657,0.19544522,0.20763326,1.005102060735204,1.0009022140740418,1.0027123700249259,1.002636192112982,1.000246488292921,1.0043252213986318,1.0143759923254536,1.0033945214922946,0.9806235805670044,0.0168452015034804,0.009105336596372521,0.007587728573983764,0.0055977199239652655,0.00499844440327938,0.0036566303865845423,0.006710184727893459,0.005033291661699229,0.010533682540717125
607,1,nan,0,C4,1,TR,0,FK223_run_TR_PLATE_1_ID_C4_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C4_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,892.6973853111267,22012.985961914062,3.364266872406006,0.12366724014282227,0.04549595132757237,3.916726589202881,4.62471866607666,3.4467080513943116,3.498567381105223,3.4873552322387695,3.000000238418579,2.999999761581421,0.1931092065842655,0.18797550539554905,3.611607313156128,0.010780902,0.034132194,0.057006273,0.08138932,0.10968712,0.13604048,0.1676929,0.19465528,0.20861548,0.9975504877922083,1.0082617991826837,1.004715608824197,0.9982487710363425,1.0045871285198364,1.0046557435687142,1.0164968448337548,1.004734248338515,0.975917183510875,0.011446804349337052,0.009021952256164072,0.008432024766121204,0.002539028222544573,0.0049168830186286415,0.006010250773048732,0.011300252357447698,0.0049241456446235945,0.006810466547360758
608,1,nan,0,C5,1,TR,0,FK223_run_TR_PLATE_1_ID_C5_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C5_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,885.818971157074,22052.72212076187,3.3764636516571045,0.11858701705932617,0.03831481372149082,3.903301954269409,4.349755764007568,3.42015046778793,3.5026559912264728,3.492670774459839,2.999999761581421,2.999999761581421,0.17052897612709284,0.18058156943035056,3.615845203399658,0.010395133,0.033104286,0.05749723,0.08116437,0.10901528,0.13692145,0.16622743,0.19774121,0.20793365,0.9916326813399582,0.9972468044198806,1.005562656869487,0.9980680815642672,1.004919756296611,1.0047289654091505,1.0082542388655074,1.0080798874982444,0.9806368964441696,0.017438785204189466,0.010680826154524465,0.00799650480007826,0.00628492718925705,0.00499276903728335,0.005724760429456421,0.004495670701115975,0.006519279934629768,0.00671421586541235
609,1,nan,0,C6,1,TR,0,FK223_run_TR_PLATE_1_ID_C6_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C6_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,848.6769325733185,20833.94510269165,3.3716400861740112,0.12463068962097168,0.04981033068613093,3.8657655715942383,5.063356876373291,3.4220844055375745,3.500914989529768,3.4937087297439575,3.0,2.999999761581421,0.17621547635018947,0.19010649935452403,3.621414542198181,0.010387419,0.03280112,0.05697044,0.08191226,0.109000966,0.13513558,0.16742006,0.20004249,0.20632966,0.9970246649857759,0.9959156831004116,1.00305055489642,1.0030037861761951,1.0025730268710158,1.0014842011748912,1.0053650592759193,1.0088583350181568,0.9838684282790955,0.01686795622067141,0.007212046481255696,0.005936483735034905,0.007801967766681043,0.008732530794004373,0.002097030848461476,0.007467311345398699,0.01550279790506413,0.012798170415575853
610,1,nan,0,C7,1,TR,0,FK223_run_TR_PLATE_1_ID_C7_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C7_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,847.5210642814636,20707.578248023987,3.3729788064956665,0.12602269649505615,0.024116609649669343,3.872943639755249,4.178849697113037,3.4174236462962244,3.504413309870365,3.4912058115005493,3.0,2.817518949508667,0.17308905560216084,0.18567132181247187,3.6266703605651855,0.011008799,0.034092583,0.0583133,0.08305169,0.10934314,0.13641998,0.16582358,0.19562629,0.20632067,1.0164217771962076,1.0072653577104145,1.0045868327010266,1.0056402256529078,1.0017187938671683,1.0063741223121536,1.010156213745627,1.004305594828105,0.9776654836408778,0.01536286283449588,0.014542057320122868,0.0075510203644547375,0.006958477891897487,0.006316083191116432,0.006479258451354341,0.008603286819557313,0.0076183985908852385,0.0067506102852924865
611,1,nan,0,C8,1,TR,0,FK223_run_TR_PLATE_1_ID_C8_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C8_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,810.6891267299652,19491.582839250565,3.3782455921173096,0.13322365283966064,0.09435908115515776,4.622270584106445,5.697907447814941,3.420629226708714,3.5189714459741044,3.510671615600586,3.0,2.878807544708252,0.2468690723552768,0.21272737805314695,3.645159363746643,0.010958442,0.03286827,0.057263866,0.083019026,0.108767524,0.13499494,0.1655191,0.20067911,0.20592968,0.9950625050934899,1.000315091173557,1.0005821897310374,1.0018352569285796,1.0007696302972737,0.9969826226035737,1.0052744668597962,1.0059380832435847,0.9910030466618474,0.023878545655275463,0.007879168133792965,0.004976439709506814,0.004042170072861914,0.007303651033891266,0.004036949032773759,0.010917438163263295,0.00797301319892246,0.024015391172563422
612,1,nan,0,C9,1,TR,0,FK223_run_TR_PLATE_1_ID_C9_C_BRA.tif,FK223_run_TR_PLATE_1_ID_C9_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,838.7982370853424,20695.782277822495,3.3702876567840576,0.12685632705688477,0.07300991432903652,4.0,4.425050258636475,3.423666273817724,3.501824412491116,3.4887938499450684,2.999999761581421,2.923297166824341,0.20286654806833512,0.19032410364760274,3.628326654434204,0.010572747,0.034261737,0.057047896,0.08315836,0.109583,0.13648935,0.16723935,0.1976028,0.20404482,1.0078215597557711,1.0024102266398331,1.003431743676105,1.005042742914946,1.0040860734013604,1.0045479932059964,1.010618176471235,1.0067521638140586,0.9764411980323936,0.01900318338031341,0.004624120448497357,0.006830521931797743,0.005222680318228801,0.0038611721876225737,0.006200191646202018,0.007418769921924719,0.007417866739429556,0.010190591055635835
613,1,nan,0,D10,1,TR,0,FK223_run_TR_PLATE_1_ID_D10_C_BRA.tif,FK223_run_TR_PLATE_1_ID_D10_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,836.9399845600128,20455.69001364708,3.3691658973693848,0.12496185302734375,0.04762596914273984,3.878648519515991,4.152403831481934,3.4441974673251554,3.501487506615385,3.4955079555511475,3.0,2.999999761581421,0.1807882874648225,0.18386179488702578,3.6193013191223145,0.010538983,0.033335418,0.056835882,0.0814558,0.10885155,0.13629611,0.16752282,0.19811146,0.20705196,1.009323600221587,1.0090440885390575,1.0001060987362622,1.0018205596271288,1.0030138278233118,1.0040881022303565,1.009977607719668,1.0072821123222344,0.9786388071127298,0.01989375496243181,0.010939502869999087,0.008503218657262286,0.0033844670640786148,0.007468444166368865,0.0038749655350263233,0.005669050222587752,0.009987505004888932,0.007652329362356526
614,1,nan,0,D11,1,TR,0,FK223_run_TR_PLATE_1_ID_D11_C_BRA.tif,FK223_run_TR_PLATE_1_ID_D11_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,839.7210590839386,20798.02667760849,3.369219660758972,0.12779712677001953,0.0587052664960193,4.0,4.624815464019775,3.413500240178612,3.5048915870590647,3.494203805923462,2.9516382217407227,2.9516382217407227,0.18016489699024626,0.19289684332235413,3.6271809339523315,0.010782645,0.03442162,0.057833977,0.08305199,0.109441355,0.13683787,0.16576472,0.19668771,0.20517814,0.9997533738787545,1.001264153486659,1.0034702332657641,0.9996561679769937,1.0006548533178787,1.0037032384218167,1.0099053840005654,1.0096409087517257,0.9795069124846322,0.01122455413299804,0.011545985897062652,0.007710012030809436,0.006602849724696646,0.005811358343406747,0.008407427760327166,0.008573509817594468,0.017539542769342414,0.008102397253267437
615,1,nan,0,D12,1,TR,0,FK223_run_TR_PLATE_1_ID_D12_C_BRA.tif,FK223_run_TR_PLATE_1_ID_D12_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,862.5121548175812,22129.77983188629,3.379371404647827,0.12389850616455078,0.004557020777741317,3.8658292293548584,4.396166801452637,3.4226672810221475,3.504874854590797,3.5001187324523926,2.818763017654419,2.6833956241607666,0.18608675097353464,0.1839372938153394,3.629037618637085,0.010474411,0.0330933,0.056680188,0.08139548,0.108325936,0.13641945,0.16602075,0.19741854,0.21017191,1.0174681544590234,0.9997660019680007,1.0081090264756873,0.9998658407291059,1.0058381754028425,1.0062527774232555,1.0079375209716637,1.0044324464801806,0.9800778641042178,0.02556045237577573,0.0060863386753244675,0.008914581583045136,0.004810334724532322,0.006110566730668188,0.01392495542081479,0.005554725533170696,0.004848973040276528,0.00842928242369287
616,1,nan,0,D1,1,TR,0,FK223_run_TR_PLATE_1_ID_D1_C_BRA.tif,FK223_run_TR_PLATE_1_ID_D1_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,864.9290900230408,21036.649544477463,3.3676503896713257,0.12422060966491699,0.07764193390391776,4.519176006317139,4.519176006317139,3.459716360092163,3.493299492606686,3.491393804550171,2.999999523162842,2.813145637512207,0.20939350645622387,0.18318749427506884,3.616145372390747,0.010642237,0.034041826,0.05783026,0.08295795,0.10879844,0.1365665,0.16655332,0.19466956,0.20793994,1.0013679905386899,1.0049013443948527,1.0036133167894803,1.005176648407632,1.0018106827723121,1.0078474168172638,1.0100544652669918,1.0011102373176501,0.9813591731145828,0.02064154803414542,0.008334821057134956,0.0077721092728362485,0.0072005567425161175,0.0037022892822068925,0.00420510111558909,0.0039043327029444587,0.007924455487614012,0.014092453109027328
617,1,nan,0,D2,1,TR,0,FK223_run_TR_PLATE_1_ID_D2_C_BRA.tif,FK223_run_TR_PLATE_1_ID_D2_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,864.3842387199402,20761.310443639755,3.3717072010040283,0.12614774703979492,0.06393203486552287,3.836371898651123,4.827297210693359,3.4575369548797608,3.4975253442789347,3.492410898208618,3.088353395462036,2.999999761581421,0.17981400872370612,0.18421198612617207,3.6237266063690186,0.010539029,0.034524824,0.057044804,0.08263435,0.10890111,0.13791342,0.16492462,0.19561647,0.20790146,0.9930107129944489,1.0046046963509325,1.0048010596889378,0.9990173408310158,1.0022279199703699,1.0094378123888972,1.0103122329318228,1.000154486408939,0.9833490707959777,0.013406946007710726,0.00704402498094392,0.004437222655753059,0.006076839811361647,0.0035278072404923556,0.004296606610366464,0.00491335934983621,0.008256128975102214,0.008463167315897252
618,1,nan,0,D3,1,TR,0,FK223_run_TR_PLATE_1_ID_D3_C_BRA.tif,FK223_run_TR_PLATE_1_ID_D3_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,882.5308306217194,22099.451434373856,3.354647934436798,0.12899339199066162,0.033082795016093416,4.552377700805664,4.552377700805664,3.4609052181243896,3.487368066020807,3.488185167312622,3.0,2.819462299346924,0.20359497676751429,0.18640483181019746,3.612624228000641,0.010893751,0.034084458,0.05779204,0.083714016,0.108996026,0.13687392,0.16520438,0.19311523,0.2093261,1.0004884011611355,0.9999685636031618,1.0061213370146458,1.0066332410052534,1.0039357821846924,1.0085697725241944,1.0085743069361617,1.0014494600935955,0.9804135379157757,0.008218131253419376,0.01178804094318638,0.006724742861065331,0.004365382094347158,0.005866072822541311,0.006706273219556962,0.006781748913503553,0.011243292046539968,0.01166655647527448
619,1,nan,0,D4,1,TR,0,FK223_run_TR_PLATE_1_ID_D4_C_BRA.tif,FK223_run_TR_PLATE_1_ID_D4_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,882.3848927021027,21795.402854204178,3.366315186023712,0.12353169918060303,0.05475374728073663,3.9150805473327637,4.0,3.4468159871175885,3.486706583619289,3.489357113838196,3.0,2.841374397277832,0.18757932985660733,0.1802151440988329,3.613564908504486,0.010268498,0.033378646,0.057061393,0.08288975,0.10935194,0.1368414,0.16642559,0.19607517,0.20770764,1.0029434738098426,1.0031245901750763,1.0047627224783624,1.004154711239788,1.0096883009926587,1.0028084413981504,1.009045913194013,1.0038213721315543,0.9791707990755673,0.015909611299571788,0.010360881921927181,0.0066515303628084405,0.005577098798517269,0.008160068925389528,0.0030757022585720926,0.004275740131173265,0.00936187296444443,0.011358585213342038
620,1,nan,0,D5,1,TR,0,FK223_run_TR_PLATE_1_ID_D5_C_BRA.tif,FK223_run_TR_PLATE_1_ID_D5_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,900.8638918399811,22550.568170309067,3.37680447101593,0.12915992736816406,0.046018359740346085,4.381962776184082,4.5758819580078125,3.464861122461466,3.509269867772964,3.5040934085845947,3.0,2.999999523162842,0.2054872696573494,0.1859179910116862,3.63615083694458,0.010605712,0.033717185,0.057638753,0.0828187,0.10866879,0.13674782,0.16461511,0.19399256,0.21119536,1.00223982380701,1.0077517789463597,1.0010449408075255,1.0041376946669678,1.000437879417207,1.0031295721865665,1.0036211518510683,1.0012820556939355,0.9906141699883179,0.014752589684000858,0.011663271235029178,0.005000107258538442,0.005416629355503771,0.005701140779824687,0.003817053357437555,0.0066774654860088,0.01131581165974679,0.01399807061853609
621,1,nan,0,D6,1,TR,0,FK223_run_TR_PLATE_1_ID_D6_C_BRA.tif,FK223_run_TR_PLATE_1_ID_D6_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1022.9998517036438,25680.958634376526,4.0,0.3119215965270996,0.14032646019862385,5.104948997497559,5.852697849273682,4.124999402030822,4.31177948864616,4.408893585205078,3.176410675048828,3.050201892852783,0.41344521701292275,0.3914413873925114,4.625094413757324,0.010307942,0.0340018,0.05719127,0.08350589,0.10909601,0.137291,0.1688567,0.19957007,0.2001793,0.9902274207241862,1.0075359588386934,0.9989185104709178,1.0068038226018523,1.0042903454171062,1.0132654173371205,1.023103232119356,1.0194162648190346,0.950014241900576,0.04021914061343756,0.020365331761070884,0.020581192853833658,0.01453824678488099,0.0242194398151198,0.00850592956039888,0.015876743631809957,0.024560334882714963,0.03190003268795261
622,1,nan,0,D7,1,TR,0,FK223_run_TR_PLATE_1_ID_D7_C_BRA.tif,FK223_run_TR_PLATE_1_ID_D7_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,890.2933940887451,22831.323220729828,3.3770055770874023,0.12483978271484375,0.04331067475352242,4.0,4.315711498260498,3.4507495894912603,3.5114308244739814,3.494481086730957,2.999999523162842,2.999999523162842,0.17501322467411523,0.18754925267001238,3.626140832901001,0.010717204,0.03309553,0.058185253,0.082649864,0.10946235,0.13600683,0.16623242,0.19490255,0.20874801,0.9954751338809523,1.0008704355289701,1.0061715875177586,1.004466200738307,1.0066820419323643,1.004905025525525,1.0073096065296807,1.0025762714492734,0.9821125753277796,0.008838079080655576,0.006375165807268118,0.007508526632306656,0.004636688115199188,0.0069073332510274175,0.005651519135695429,0.0066849826214197714,0.007978148812743547,0.006976023555962884
